Num_control_nodes,sub-010163,sub-010164,sub-010165,sub-010166,sub-010167,sub-010168,sub-010169,sub-010170,sub-010171,sub-010172,sub-010173,sub-010174,sub-010175,sub-010176,sub-010177,sub-010178,sub-010179,sub-010180,sub-010181,sub-010182,sub-010183,sub-010184,sub-010185,sub-010186,sub-010187,sub-010188,sub-010189,sub-010190,sub-010191,sub-010192,sub-010193,sub-010194,sub-010195,sub-010196,sub-010197,sub-010198,sub-010199,sub-010200,sub-010205,sub-010206,sub-010209,sub-010211,sub-010219,sub-010221,sub-010222,sub-010223,sub-010234,sub-010235,sub-010239,sub-010242,sub-010243,sub-010244,sub-010246,sub-010247,sub-010249,sub-010250,sub-010251,sub-010254,sub-010255,sub-010256,sub-010257,sub-010258,sub-010259,sub-010266,sub-010267,sub-010268,sub-010275,sub-010276,sub-010277,sub-010278,sub-010279,sub-010280,sub-010284,sub-010285,sub-010286,sub-010291
57,70.90881514750832,145.08942561615262,32.42933197011946,50.70981413880725,75.37410854195522,72.96569361889738,57.52839523123143,82.75999165361998,87.25396309829095,45.61157453000893,119.82600548306318,74.51191586408302,45.03099741577846,50.85777340780009,56.77901787968426,54.442765405982826,70.0650349616613,103.12030002900799,49.730771890645876,87.60696604938657,42.36366622430282,58.05403425634686,43.94288912486111,52.48706819750424,218.7980900765829,32.0280104731183,92.22532585813029,132.08641765787826,55.17115793096253,92.10865052813601,59.89692539335762,67.39213915621848,84.63568450224425,49.30036353552256,59.35007020913001,75.52279958261646,70.3975045525204,24.422018203969042,62.710129795013835,53.303983507858746,159.1972137387937,36.613288622011744,42.335131942252545,43.765532897982865,41.18098300173491,151.48542220999096,100.21324030206064,58.41553398524226,56.07190424126639,58.96651442091642,111.00056018266038,90.43346397329375,175.66084080989074,89.0647655955281,83.57233060622242,85.47067198094976,43.42655988035348,44.88891137241105,31.318732895557904,120.9545132837512,28.12431829702985,101.31460440450061,68.06894282315204,74.789928292087,74.0446672864245,34.68847228964691,177.87701101033832,60.04642162506702,46.98592706418098,61.90649328354571,26.326542419098118,55.40637861765106,251.30244117469184,63.97975744157671,49.27478877077926,99.1648808520327
56,71.21975156104745,145.87725367850808,32.60798120291636,51.004353561928646,75.82366391456836,73.21003812843817,58.009568848207216,82.85289768157152,90.74613728844105,47.439602181582536,120.50711801067679,75.04965618199043,45.04611980790894,52.29757896158185,57.835828219992315,54.750994295365565,73.1895692582527,104.0957937256204,49.83907802338695,88.64240696641896,42.452617058307936,58.695165030044315,44.0109781966982,52.85680097261102,219.5580802523304,32.066274804742655,92.29625257861761,133.6803073124865,56.218642331276364,93.61243375815465,60.17589133350086,67.63138080719905,85.5898743786118,51.876315371767184,60.00343497291363,76.66893376993553,70.83658900431394,24.467769734760584,62.941534181894085,53.575227247971604,159.33111660365074,36.79035933954525,42.48904785522108,44.02382227572841,43.108501275174895,155.6535604465668,100.88738987799597,58.565466076393065,56.49879545534923,59.44261432238101,111.06035293835869,90.62834483649533,177.07479115591428,89.21213677536103,85.8651301273777,85.66962006887846,43.59139191557013,44.999040937929266,34.48910510171637,121.58999327347662,28.39702198788233,103.4511375509348,68.365867856812,75.80015310160044,74.20019187103816,35.06240426857919,178.51694056537337,60.12356618235598,47.10828390912165,62.874300710452346,26.39787835199157,55.534674345307636,252.142331643951,64.05515097654164,50.085815491943244,100.84360437934274
55,71.5118939004435,146.90581865035026,32.64540267413104,51.22005280819604,76.47877693192845,74.27355416646414,58.22143073423607,83.2747129303963,91.96484300720662,47.45979900364182,121.36025357337583,75.99666037061927,45.86697751686943,52.49145026728349,58.0100049680159,54.82667980716943,74.44395830434371,104.75157027005693,50.241855948745126,88.71118604245414,44.2470912727633,59.88091385950357,46.43561151814917,53.014571647624656,219.88781874151908,32.698184431364886,95.65342105470238,135.11492965169234,56.316651981486544,93.71439492572314,60.662246281850706,68.11310804280232,85.94863635273569,52.010566078756135,60.10702174044632,76.75478851769846,71.49261679181866,24.523005822333023,63.18536063411237,53.79378413524448,159.42199549593212,37.116257289794916,42.59051429513251,44.34982641157003,45.24399899481962,158.51993209123432,111.6135223702635,58.85083403982174,57.22190668407633,59.932476887099156,111.21145281215992,91.18037034066454,191.50104732323365,91.83787565039283,86.97586313864228,86.90786068743448,44.851866178023606,45.9791809229331,35.00185442921357,121.70704690987668,28.70563545970845,103.99000368403814,68.74932900224141,78.98150466852087,74.27430455812642,35.38670999941516,179.42141462254548,60.29368483030694,47.16256805853808,62.904968717279836,26.535872546424383,55.825238021064024,252.28922977102064,64.33778330443245,50.16244220852991,102.93571035725535
54,71.66618815964021,148.3556774221752,32.734702721659886,51.744955942808794,76.56026488833623,76.81554577895797,58.43398966676214,83.4006859390272,91.96986092381925,47.77229349170863,122.47823689947558,77.32228881631738,47.79795019077468,52.546735256568375,58.342046973536725,55.821536897422504,74.46835682196884,106.21821317582967,51.65040851208968,89.21927569003424,44.75723779767762,61.18630018278206,46.51367683301767,54.061251134190904,221.38146391032367,33.074713894277,95.98249897714578,135.3924457178127,56.77619084827029,93.82910890431754,61.30903934190881,72.99324338478398,90.36718257819699,52.35739940367772,60.1621410042864,76.88514881824705,72.14484896578347,24.76683870878013,63.31768573817834,54.47892573808446,162.90024497146612,37.25047149663087,42.60961822967979,44.40628603156977,47.53165312115356,159.57593377956863,113.65098872395205,59.62994804410179,57.427128264167024,60.02146519946134,112.67482640515507,92.30080351636018,195.29873143431655,92.00971162694476,87.34606163818815,88.43696703984904,45.765336060389494,46.043675216468614,35.45223464904714,121.86029999698712,28.94729554406773,104.20316579331868,73.07546537438172,81.0650114918562,74.68229619667116,37.559266683802896,200.13776522605093,64.60009769086253,47.3279409171843,63.688850937370134,26.564675168399816,56.14807576825847,252.9481985372256,64.40797687827025,50.32570498542038,103.02988627388832
53,71.91618631128026,151.85552291103863,32.89435095659871,52.96996145102822,76.87167166268185,79.8402797873429,59.883101728864254,83.58717518663975,92.37865270786509,48.207875995914634,148.4368233471331,77.64364356123323,48.65066539906198,56.854721339848446,58.70466602912758,55.85644607943335,79.2709439650202,107.59668058806282,51.7136320327068,92.5013121554543,45.06612785887632,61.47426365527315,48.39475132754741,54.46239271089477,225.22793261152214,34.21747249849302,96.57950715970533,135.86865056276804,56.863190086216896,96.2890692246782,61.769968950182346,73.60787173084606,90.42727622525744,53.67033836083372,60.252256118835355,76.91808639253388,72.28376852659423,24.799535951427387,63.54097379957472,54.53667174845109,163.40655390388815,37.301848444389556,42.84010299785109,44.44140761859768,48.35146304465578,168.48950033618692,113.79941856642284,61.295685517772284,58.614262542607776,60.229076304315356,113.24465441683628,92.6753958124646,206.42911916975797,92.16087217044114,88.17951154199216,89.65963770519026,47.33645754729209,46.27733004873288,35.861298792672194,122.05191625862224,29.222527421053623,104.22859468784527,73.15003123957388,81.82185468760588,74.95519959978574,37.80081861542972,200.88329186945217,64.94554521077076,47.47878625337644,64.38654633268177,26.632049331650506,58.08836482492664,254.50364644955278,64.90489112776488,51.512106295346435,104.34988868861349
52,71.95857997770824,152.81723216298778,33.066642926861576,53.073195529473196,77.2667381052198,80.19925403550339,60.47657910168132,84.54203848506371,99.3832086343041,48.24405585814642,148.7829981246929,79.21506646180454,50.32193832921663,57.75880067833657,59.70565910710409,58.18692629713287,79.82761945604666,108.22524549571199,52.036456287630294,94.00693004705586,45.41054639109342,61.4880571574274,48.7493413518593,54.966719608895986,225.5996445539222,34.463197899519656,98.75242307422728,136.16824675663955,56.91672794930757,103.94046589409054,71.85357722754568,73.94865005009899,90.54760482008128,56.809229453669495,61.13111936680751,77.45574031883928,72.5240772881227,24.91085277371005,63.55961752982308,55.494568822552964,166.69389957163406,37.8223560930353,43.00903007036899,44.49379755635115,48.38703665425108,170.83944690272335,117.7731235933338,61.39570916474535,59.68071303540964,60.801635004808176,114.21314471785594,93.67022492579794,208.11180454523915,94.95897307418527,89.98020625789947,89.8964309461161,48.30216334791165,47.89730905536073,35.9849679764693,122.14948738268389,29.329123702887888,108.85654019735227,73.44917179095566,83.5315259315356,75.30780274923163,39.0806183799414,201.316083416668,64.94829052110804,47.75628103569503,69.69251797150073,27.17787371767534,59.324384981119444,254.88814327932073,64.94842609116824,52.24563562815958,111.61173136610124
51,72.15942179774598,158.92574806416684,34.04829139485648,53.64323123769697,77.9215464950876,81.22414633282128,60.799581272171785,85.6348885787048,102.98297711582093,49.373463266177524,149.68403254809286,79.38698556956597,50.43075802277897,57.88863653299564,60.99475003639182,58.40323398945382,80.46887278634908,109.27949578578287,53.40853677161222,94.03358808801121,45.523691622387766,61.49140868994065,49.17231462500315,55.35266899142892,226.42264177376254,35.56309738619174,99.25703298719185,136.959452750207,57.49417653957673,104.61524513285514,72.11521487460801,74.4645740675206,91.68472512269551,56.926109200005214,61.31458029686236,78.36283868785672,72.64917317410756,25.034349968766193,63.94377366732978,56.58815772220685,166.8076702847278,38.20148833916912,43.265056450515864,44.90413820550161,48.79311829966007,171.29653192380994,117.88819692315685,61.40185622905675,59.90986161619839,61.52875841225943,115.19884964733436,94.35239859686783,211.2718349769431,96.58719332805725,90.16102532964798,90.58594024479459,48.817825215152965,48.1225124297262,35.99958803709806,124.13565660152992,29.52985133535949,117.61738581012138,73.82413640381682,84.46546867977159,75.56235780553237,39.15611879017978,204.05857308425823,65.55345716782602,47.86233479751627,70.61633509613296,27.611344763737705,60.11269836814337,255.47186777177066,65.40406226139596,52.8162876320348,112.59722761897545
50,73.77035422598938,159.09694544680954,34.21431603465946,54.211360551697766,78.66852111461283,81.70388310216929,60.92214808930378,87.02135129666125,103.52869664576116,49.82109601017212,161.08716721294408,83.51893010404493,50.61769985623844,60.10304855784933,65.90995567163506,60.846448826138925,80.91648987488672,112.61019820441383,53.78906205765512,94.12281863945385,46.561695357350786,61.68414828059441,49.79907660718012,55.410841495315225,232.21964257706122,36.256693499963276,102.6221119252689,137.27659313533584,58.25625489075452,104.70221407262794,72.896636265128,74.56972787918538,95.58276433134293,58.14188833986199,61.91486037394685,78.71384411858766,72.9139423801254,25.049044791527923,64.35277529164823,56.68071170393565,168.57661896385414,38.685436745054005,44.53829464344542,45.28973406036182,48.94154099836781,172.4829955780521,127.00134266630845,61.48522358239883,60.169631041577475,61.58249742602141,115.72218440825264,94.52618672883918,211.79727517179802,96.91160186628895,90.19501186207229,90.86050360722317,49.56786665253575,49.54799054044302,37.23404887578399,125.35612220443926,30.763261286092067,119.0495324307785,73.88343545891424,86.7188350280423,82.47220436814665,39.20003393853518,204.72615296050427,66.39627621727739,48.085799069487386,70.76998727528678,27.85432397119667,60.279116153540656,259.9745199677161,65.49568830839281,54.0584079013931,112.6405014266674
49,74.06050605802639,160.07021106409434,34.2265917389052,54.77713071676943,80.58668060584843,82.2026322199889,61.766732549596,88.83036679018096,107.17705874942877,50.21925872276604,161.54182558920215,84.04677163429209,51.06453012798788,60.14697020582448,66.28960130200389,61.40349551321135,80.98319453098239,112.98644205631592,54.022186543113264,94.84153439325326,47.07463591568901,61.85884599295351,52.01725256260929,55.86140427394478,233.3167528103095,36.97583141596232,103.83773533535665,142.59061169286713,61.33361965094885,106.07782833416972,72.94357375488869,74.68261019637974,95.99607941116089,58.345457269119194,62.08786290249319,79.7322223744677,79.30489984303739,25.318056579885635,66.45066597560773,56.799929232821086,191.79296598308443,39.254791549678615,47.70527131524827,45.55879684838175,48.96699761003299,173.41617122646048,131.18883855953652,63.54421353982414,60.35949213406974,62.313280640475675,116.03699728627849,98.43991934741973,212.33415838893401,99.23551442436977,90.97888784466538,91.12911879168615,49.715095797347274,49.66206003460152,37.31194384549529,126.67773181028785,31.355393362677095,123.64282518866776,74.7296067178883,88.1274280962023,82.97939685085362,40.948937138303165,205.18447545271914,66.52685212881997,48.92443135879514,72.35519473747206,28.14368731848892,64.69647186304464,261.8383761097888,66.2566200754748,54.30352449549418,114.22135785550402
48,75.7141666176135,161.36332433410186,35.033821867011675,54.981666131284236,85.7391641437586,82.97257530151606,63.4906278413439,89.21681503620465,107.4095194011581,50.566667398411234,183.16754884140357,84.62084276004585,51.09090084339302,60.36981937394358,69.89245901629019,62.73841715564159,95.06585277925457,116.47734723020963,54.73692087450145,95.30289261705246,48.92382074376255,62.11802938908779,52.08362766465893,56.68643114669058,236.04402663218795,37.25857813210434,106.82003521584369,143.6203514293833,61.68726264363263,106.62461140121223,74.98015300437702,74.69077420212354,96.30380826279307,60.41034626542061,62.47979770096525,79.8444387802623,79.3290210227589,26.09480057610299,67.67383654694889,61.496853699634805,192.49532366770072,39.832921127848756,48.59694051049229,45.76073666900688,49.43072275909961,174.5208473716926,131.29749928966683,64.13997712113812,60.44049032314696,62.49658831424745,116.7530914923724,111.61289416695905,212.97852798255025,100.83103321313804,94.8641652773844,93.21744325028527,49.79218812537144,49.75630723855626,38.40591268687739,133.17965998411574,31.68073288900996,124.34822882479128,74.96213910468994,90.51507450777396,83.10111667620652,41.141020901711336,214.87006561889442,68.04173352697616,49.87319389549547,75.22246270041258,28.361392008951626,65.91099492361809,262.48747095234444,66.89969937931843,54.36037655514265,119.85658408208296
